form	lexeme	cell
r e b o l o t e a i s	rebolote	2plPres
k o n e k t o	konekt	1sgPres
k o n e k t a s	konekt	2sgPres
k o n e k t a n	konekt	3plPres
k o n e k t a	konekt	3sgPres
k o n e k t a m o s	konekt	1plPres
k o n e k t a i s	konekt	2plPres
a s e g u r o	asegur	1sgPres
a s e g u r a s	asegur	2sgPres
a s e g u r a n	asegur	3plPres
a s e g u r a	asegur	3sgPres
a s e g u r a m o s	asegur	1plPres
a s e g u r a i s	asegur	2plPres
k o n t r o l o	kontrol	1sgPres
k o n t r o l a s	kontrol	2sgPres
k o n t r o l a n	kontrol	3plPres
k o n t r o l a	kontrol	3sgPres
k o n t r o l a m o s	kontrol	1plPres
k o n t r o l a i s	kontrol	2plPres
t r e p o	trep	1sgPres
t r e p a s	trep	2sgPres
t r e p a n	trep	3plPres
t r e p a	trep	3sgPres
t r e p a m o s	trep	1plPres
t r e p a i s	trep	2plPres
a k o n t e s k o	akontes	1sgPres
a k o n t e s e s	akontes	2sgPres
a k o n t e s e n	akontes	3plPres
a k o n t e s e	akontes	3sgPres
a k o n t e s e m o s	akontes	1plPres
a k o n t e s e i s	akontes	2plPres
p r o m e t o	promet	1sgPres
p r o m e t e s	promet	2sgPres
p r o m e t e n	promet	3plPres
p r o m e t e	promet	3sgPres
p r o m e t e m o s	promet	1plPres
p r o m e t e i s	promet	2plPres
b a r i o	barj	1sgPres
b a r i a s	barj	2sgPres
b a r i a n	barj	3plPres
b a r i a	barj	3sgPres
b a r j a m o s	barj	1plPres
b a r j a i s	barj	2plPres
t i r o	tir	1sgPres
t i r a s	tir	2sgPres
t i r a n	tir	3plPres
t i r a	tir	3sgPres
t i r a m o s	tir	1plPres
t i r a i s	tir	2plPres
r e k u b r o	rekubr	1sgPres
r e k u b r e s	rekubr	2sgPres
r e k u b r e n	rekubr	3plPres
r e k u b r e	rekubr	3sgPres
r e k u b r i m o s	rekubr	1plPres
r e k u b r i s	rekubr	2plPres
x e n e r a l i s o	xeneralis	1sgPres
x e n e r a l i s a s	xeneralis	2sgPres
x e n e r a l i s a n	xeneralis	3plPres
x e n e r a l i s a	xeneralis	3sgPres
x e n e r a l i s a m o s	xeneralis	1plPres
x e n e r a l i s a i s	xeneralis	2plPres
g o b j e r n o	gobern	1sgPres
g o b j e r n a s	gobern	2sgPres
g o b j e r n a n	gobern	3plPres
g o b j e r n a	gobern	3sgPres
g o b e r n a m o s	gobern	1plPres
g o b e r n a i s	gobern	2plPres
r e a g o	reas	1sgPres
r e a s e s	reas	2sgPres
r e a s e n	reas	3plPres
r e a s e	reas	3sgPres
r e a s e m o s	reas	1plPres
r e a s e i s	reas	2plPres
p e r f o r o	perfor	1sgPres
p e r f o r a s	perfor	2sgPres
p e r f o r a n	perfor	3plPres
p e r f o r a	perfor	3sgPres
p e r f o r a m o s	perfor	1plPres
p e r f o r a i s	perfor	2plPres
s o l b e n t o	solbent	1sgPres
s o l b e n t a s	solbent	2sgPres
s o l b e n t a n	solbent	3plPres
s o l b e n t a	solbent	3sgPres
s o l b e n t a m o s	solbent	1plPres
s o l b e n t a i s	solbent	2plPres
r e l a s j o n o	relasjon	1sgPres
r e l a s j o n a s	relasjon	2sgPres
r e l a s j o n a n	relasjon	3plPres
r e l a s j o n a	relasjon	3sgPres
r e l a s j o n a m o s	relasjon	1plPres
r e l a s j o n a i s	relasjon	2plPres
j e r b o	erb	1sgPres
j e r b e s	erb	2sgPres
j e r b e n	erb	3plPres
j e r b e	erb	3sgPres
e r b i m o s	erb	1plPres
e r b i s	erb	2plPres
d i s j e r n o	disern	1sgPres
d i s j e r n e s	disern	2sgPres
d i s j e r n e n	disern	3plPres
d i s j e r n e	disern	3sgPres
d i s e r n i m o s	disern	1plPres
d i s e r n i s	disern	2plPres
r e a k s j o n o	reaksjon	1sgPres
r e a k s j o n a s	reaksjon	2sgPres
r e a k s j o n a n	reaksjon	3plPres
r e a k s j o n a	reaksjon	3sgPres
r e a k s j o n a m o s	reaksjon	1plPres
r e a k s j o n a i s	reaksjon	2plPres
s a k u d o	sakud	1sgPres
s a k u d e s	sakud	2sgPres
s a k u d e n	sakud	3plPres
s a k u d e	sakud	3sgPres
s a k u d i m o s	sakud	1plPres
s a k u d i s	sakud	2plPres
t e x o	tex	1sgPres
t e x e s	tex	2sgPres
t e x e n	tex	3plPres
t e x e	tex	3sgPres
t e x e m o s	tex	1plPres
t e x e i s	tex	2plPres
i l u m i n o	ilumin	1sgPres
i l u m i n a s	ilumin	2sgPres
i l u m i n a n	ilumin	3plPres
i l u m i n a	ilumin	3sgPres
i l u m i n a m o s	ilumin	1plPres
i l u m i n a i s	ilumin	2plPres
r e b o s o	rebos	1sgPres
r e b o s a s	rebos	2sgPres
r e b o s a n	rebos	3plPres
r e b o s a	rebos	3sgPres
r e b o s a m o s	rebos	1plPres
r e b o s a i s	rebos	2plPres
e k i b a l g o	ekibal	1sgPres
e k i b a l e s	ekibal	2sgPres
e k i b a l e n	ekibal	3plPres
e k i b a l e	ekibal	3sgPres
e k i b a l e m o s	ekibal	1plPres
e k i b a l e i s	ekibal	2plPres
i N k o r p o r o	iNkorpor	1sgPres
i N k o r p o r a s	iNkorpor	2sgPres
i N k o r p o r a n	iNkorpor	3plPres
i N k o r p o r a	iNkorpor	3sgPres
i N k o r p o r a m o s	iNkorpor	1plPres
i N k o r p o r a i s	iNkorpor	2plPres
e N k a r g o	eNkarg	1sgPres
e N k a r g a s	eNkarg	2sgPres
e N k a r g a n	eNkarg	3plPres
e N k a r g a	eNkarg	3sgPres
e N k a r g a m o s	eNkarg	1plPres
e N k a r g a i s	eNkarg	2plPres
e x e r s i t o	exersit	1sgPres
e x e r s i t a s	exersit	2sgPres
e x e r s i t a n	exersit	3plPres
e x e r s i t a	exersit	3sgPres
e x e r s i t a m o s	exersit	1plPres
e x e r s i t a i s	exersit	2plPres
k o b r o	kobr	1sgPres
k o b r a s	kobr	2sgPres
k o b r a n	kobr	3plPres
k o b r a	kobr	3sgPres
k o b r a m o s	kobr	1plPres
k o b r a i s	kobr	2plPres
m w e r o	mor	1sgPres
m w e r e s	mor	2sgPres
m w e r e n	mor	3plPres
m w e r e	mor	3sgPres
m o r i m o s	mor	1plPres
m o r i s	mor	2plPres
p r o b e N g o	proben	1sgPres
p r o b j e n e s	proben	2sgPres
p r o b j e n e n	proben	3plPres
p r o b j e n e	proben	3sgPres
p r o b e n i m o s	proben	1plPres
p r o b e n i s	proben	2plPres
a t e r r i s o	aterris	1sgPres
a t e r r i s a s	aterris	2sgPres
a t e r r i s a n	aterris	3plPres
a t e r r i s a	aterris	3sgPres
a t e r r i s a m o s	aterris	1plPres
a t e r r i s a i s	aterris	2plPres
j e r o	er	1sgPres
j e r e s	er	2sgPres
j e r e n	er	3plPres
j e r e	er	3sgPres
e r i m o s	er	1plPres
e r i s	er	2plPres
p l a s k o	plas	1sgPres
p l a s e s	plas	2sgPres
p l a s e n	plas	3plPres
p l a s e	plas	3sgPres
p l a s e m o s	plas	1plPres
p l a s e i s	plas	2plPres
n i b e l o	nibel	1sgPres
n i b e l a s	nibel	2sgPres
n i b e l a n	nibel	3plPres
n i b e l a	nibel	3sgPres
n i b e l a m o s	nibel	1plPres
n i b e l a i s	nibel	2plPres
a f a n o	afan	1sgPres
a f a n a s	afan	2sgPres
a f a n a n	afan	3plPres
a f a n a	afan	3sgPres
a f a n a m o s	afan	1plPres
a f a n a i s	afan	2plPres
r e k u p e r o	rekuper	1sgPres
r e k u p e r a s	rekuper	2sgPres
r e k u p e r a n	rekuper	3plPres
r e k u p e r a	rekuper	3sgPres
r e k u p e r a m o s	rekuper	1plPres
r e k u p e r a i s	rekuper	2plPres
a r r j e s g o	arrjesg	1sgPres
a r r j e s g a s	arrjesg	2sgPres
a r r j e s g a n	arrjesg	3plPres
a r r j e s g a	arrjesg	3sgPres
a r r j e s g a m o s	arrjesg	1plPres
a r r j e s g a i s	arrjesg	2plPres
d u C o	duC	1sgPres
d u C a s	duC	2sgPres
d u C a n	duC	3plPres
d u C a	duC	3sgPres
d u C a m o s	duC	1plPres
d u C a i s	duC	2plPres
d i b i s o	dibis	1sgPres
d i b i s a s	dibis	2sgPres
d i b i s a n	dibis	3plPres
d i b i s a	dibis	3sgPres
d i b i s a m o s	dibis	1plPres
d i b i s a i s	dibis	2plPres
a b s o r b o	absorb	1sgPres
a b s o r b e s	absorb	2sgPres
a b s o r b e n	absorb	3plPres
a b s o r b e	absorb	3sgPres
a b s o r b e m o s	absorb	1plPres
a b s o r b e i s	absorb	2plPres
a r C i b o	arCib	1sgPres
a r C i b a s	arCib	2sgPres
a r C i b a n	arCib	3plPres
a r C i b a	arCib	3sgPres
a r C i b a m o s	arCib	1plPres
a r C i b a i s	arCib	2plPres
d e s b a r a t o	desbarat	1sgPres
d e s b a r a t a s	desbarat	2sgPres
d e s b a r a t a n	desbarat	3plPres
d e s b a r a t a	desbarat	3sgPres
d e s b a r a t a m o s	desbarat	1plPres
d e s b a r a t a i s	desbarat	2plPres
a f i s j o n o	afisjon	1sgPres
a f i s j o n a s	afisjon	2sgPres
a f i s j o n a n	afisjon	3plPres
a f i s j o n a	afisjon	3sgPres
a f i s j o n a m o s	afisjon	1plPres
a f i s j o n a i s	afisjon	2plPres
l o k a l i s o	lokalis	1sgPres
l o k a l i s a s	lokalis	2sgPres
l o k a l i s a n	lokalis	3plPres
l o k a l i s a	lokalis	3sgPres
l o k a l i s a m o s	lokalis	1plPres
l o k a l i s a i s	lokalis	2plPres
d e r r o t o	derrot	1sgPres
d e r r o t a s	derrot	2sgPres
d e r r o t a n	derrot	3plPres
d e r r o t a	derrot	3sgPres
d e r r o t a m o s	derrot	1plPres
d e r r o t a i s	derrot	2plPres
p a r p a d e o	parpade	1sgPres
p a r p a d e a s	parpade	2sgPres
p a r p a d e a n	parpade	3plPres
p a r p a d e a	parpade	3sgPres
p a r p a d e a m o s	parpade	1plPres
p a r p a d e a i s	parpade	2plPres
e n d e r e s o	enderes	1sgPres
e n d e r e s a s	enderes	2sgPres
e n d e r e s a n	enderes	3plPres
e n d e r e s a	enderes	3sgPres
e n d e r e s a m o s	enderes	1plPres
e n d e r e s a i s	enderes	2plPres
b l o k e o	bloke	1sgPres
b l o k e a s	bloke	2sgPres
b l o k e a n	bloke	3plPres
b l o k e a	bloke	3sgPres
b l o k e a m o s	bloke	1plPres
b l o k e a i s	bloke	2plPres
d e s a j u n o	desajun	1sgPres
d e s a j u n a s	desajun	2sgPres
d e s a j u n a n	desajun	3plPres
d e s a j u n a	desajun	3sgPres
d e s a j u n a m o s	desajun	1plPres
d e s a j u n a i s	desajun	2plPres
l e g a l i s o	legalis	1sgPres
l e g a l i s a s	legalis	2sgPres
l e g a l i s a n	legalis	3plPres
l e g a l i s a	legalis	3sgPres
l e g a l i s a m o s	legalis	1plPres
l e g a l i s a i s	legalis	2plPres
r e f l e x o	reflex	1sgPres
r e f l e x a s	reflex	2sgPres
r e f l e x a n	reflex	3plPres
r e f l e x a	reflex	3sgPres
r e f l e x a m o s	reflex	1plPres
r e f l e x a i s	reflex	2plPres
e n s a n C o	ensanC	1sgPres
e n s a n C a s	ensanC	2sgPres
e n s a n C a n	ensanC	3plPres
e n s a n C a	ensanC	3sgPres
e n s a n C a m o s	ensanC	1plPres
e n s a n C a i s	ensanC	2plPres
r e p a s o	repas	1sgPres
r e p a s a s	repas	2sgPres
r e p a s a n	repas	3plPres
r e p a s a	repas	3sgPres
r e p a s a m o s	repas	1plPres
r e p a s a i s	repas	2plPres
e n f o k o	enfok	1sgPres
e n f o k a s	enfok	2sgPres
e n f o k a n	enfok	3plPres
e n f o k a	enfok	3sgPres
e n f o k a m o s	enfok	1plPres
e n f o k a i s	enfok	2plPres
a l u m b r o	alumbr	1sgPres
a l u m b r a s	alumbr	2sgPres
a l u m b r a n	alumbr	3plPres
a l u m b r a	alumbr	3sgPres
a l u m b r a m o s	alumbr	1plPres
a l u m b r a i s	alumbr	2plPres
e n b i o	enbj	1sgPres
e n b i a s	enbj	2sgPres
e n b i a n	enbj	3plPres
e n b i a	enbj	3sgPres
e n b j a m o s	enbj	1plPres
e n b j a i s	enbj	2plPres
u m e d e s k o	umedes	1sgPres
u m e d e s e s	umedes	2sgPres
u m e d e s e n	umedes	3plPres
u m e d e s e	umedes	3sgPres
u m e d e s e m o s	umedes	1plPres
u m e d e s e i s	umedes	2plPres
u r x o	urx	1sgPres
u r x e s	urx	2sgPres
u r x e n	urx	3plPres
u r x e	urx	3sgPres
u r x i m o s	urx	1plPres
u r x i s	urx	2plPres
k o n f e k s j o n o	konfeksjon	1sgPres
k o n f e k s j o n a s	konfeksjon	2sgPres
k o n f e k s j o n a n	konfeksjon	3plPres
k o n f e k s j o n a	konfeksjon	3sgPres
k o n f e k s j o n a m o s	konfeksjon	1plPres
k o n f e k s j o n a i s	konfeksjon	2plPres
m w e b o	mob	1sgPres
m w e b e s	mob	2sgPres
m w e b e n	mob	3plPres
m w e b e	mob	3sgPres
m o b e m o s	mob	1plPres
m o b e i s	mob	2plPres
s e d o	sed	1sgPres
s e d e s	sed	2sgPres
s e d e n	sed	3plPres
s e d e	sed	3sgPres
s e d e m o s	sed	1plPres
s e d e i s	sed	2plPres
s a n s j o n o	sansjon	1sgPres
s a n s j o n a s	sansjon	2sgPres
s a n s j o n a n	sansjon	3plPres
s a n s j o n a	sansjon	3sgPres
s a n s j o n a m o s	sansjon	1plPres
s a n s j o n a i s	sansjon	2plPres
d i s i p l i n o	disiplin	1sgPres
d i s i p l i n a s	disiplin	2sgPres
d i s i p l i n a n	disiplin	3plPres
d i s i p l i n a	disiplin	3sgPres
d i s i p l i n a m o s	disiplin	1plPres
d i s i p l i n a i s	disiplin	2plPres
g a s t o	gast	1sgPres
g a s t a s	gast	2sgPres
g a s t a n	gast	3plPres
g a s t a	gast	3sgPres
g a s t a m o s	gast	1plPres
g a s t a i s	gast	2plPres
k o n s j e r t o	konsert	1sgPres
k o n s j e r t a s	konsert	2sgPres
k o n s j e r t a n	konsert	3plPres
k o n s j e r t a	konsert	3sgPres
k o n s e r t a m o s	konsert	1plPres
k o n s e r t a i s	konsert	2plPres
k e x o	kex	1sgPres
k e x a s	kex	2sgPres
k e x a n	kex	3plPres
k e x a	kex	3sgPres
k e x a m o s	kex	1plPres
k e x a i s	kex	2plPres
t j e n d o	tend	1sgPres
t j e n d e s	tend	2sgPres
t j e n d e n	tend	3plPres
t j e n d e	tend	3sgPres
t e n d e m o s	tend	1plPres
t e n d e i s	tend	2plPres
m i d o	med	1sgPres
m i d e s	med	2sgPres
m i d e n	med	3plPres
m i d e	med	3sgPres
m e d i m o s	med	1plPres
m e d i s	med	2plPres
m a d u r o	madur	1sgPres
m a d u r a s	madur	2sgPres
m a d u r a n	madur	3plPres
m a d u r a	madur	3sgPres
m a d u r a m o s	madur	1plPres
m a d u r a i s	madur	2plPres
p r e d i k o	predik	1sgPres
p r e d i k a s	predik	2sgPres
p r e d i k a n	predik	3plPres
p r e d i k a	predik	3sgPres
p r e d i k a m o s	predik	1plPres
p r e d i k a i s	predik	2plPres
p e r s i s t o	persist	1sgPres
p e r s i s t e s	persist	2sgPres
p e r s i s t e n	persist	3plPres
p e r s i s t e	persist	3sgPres
p e r s i s t i m o s	persist	1plPres
p e r s i s t i s	persist	2plPres
p r o t e x o	protex	1sgPres
p r o t e x e s	protex	2sgPres
p r o t e x e n	protex	3plPres
p r o t e x e	protex	3sgPres
p r o t e x e m o s	protex	1plPres
p r o t e x e i s	protex	2plPres
r o s o	ros	1sgPres
r o s a s	ros	2sgPres
r o s a n	ros	3plPres
r o s a	ros	3sgPres
r o s a m o s	ros	1plPres
r o s a i s	ros	2plPres
a N g u s t j o	aNgustj	1sgPres
a N g u s t j a s	aNgustj	2sgPres
a N g u s t j a n	aNgustj	3plPres
a N g u s t j a	aNgustj	3sgPres
a N g u s t j a m o s	aNgustj	1plPres
a N g u s t j a i s	aNgustj	2plPres
t r a n s f o r m o	transform	1sgPres
t r a n s f o r m a s	transform	2sgPres
t r a n s f o r m a n	transform	3plPres
t r a n s f o r m a	transform	3sgPres
t r a n s f o r m a m o s	transform	1plPres
t r a n s f o r m a i s	transform	2plPres
e x e r s o	exers	1sgPres
e x e r s e s	exers	2sgPres
e x e r s e n	exers	3plPres
e x e r s e	exers	3sgPres
e x e r s e m o s	exers	1plPres
e x e r s e i s	exers	2plPres
e k s t j e n d o	ekstend	1sgPres
e k s t j e n d e s	ekstend	2sgPres
e k s t j e n d e n	ekstend	3plPres
e k s t j e n d e	ekstend	3sgPres
e k s t e n d e m o s	ekstend	1plPres
e k s t e n d e i s	ekstend	2plPres
b a l o r o	balor	1sgPres
b a l o r a s	balor	2sgPres
b a l o r a n	balor	3plPres
b a l o r a	balor	3sgPres
b a l o r a m o s	balor	1plPres
b a l o r a i s	balor	2plPres
p r e d i s p o N g o	predispon	1sgPres
p r e d i s p o n e s	predispon	2sgPres
p r e d i s p o n e n	predispon	3plPres
p r e d i s p o n e	predispon	3sgPres
p r e d i s p o n e m o s	predispon	1plPres
p r e d i s p o n e i s	predispon	2plPres
a t j e n d o	atend	1sgPres
a t j e n d e s	atend	2sgPres
a t j e n d e n	atend	3plPres
a t j e n d e	atend	3sgPres
a t e n d e m o s	atend	1plPres
a t e n d e i s	atend	2plPres
i d e o	ide	1sgPres
i d e a s	ide	2sgPres
i d e a n	ide	3plPres
i d e a	ide	3sgPres
i d e a m o s	ide	1plPres
i d e a i s	ide	2plPres
b a l b u s e o	balbuse	1sgPres
b a l b u s e a s	balbuse	2sgPres
b a l b u s e a n	balbuse	3plPres
b a l b u s e a	balbuse	3sgPres
b a l b u s e a m o s	balbuse	1plPres
b a l b u s e a i s	balbuse	2plPres
l e o	le	1sgPres
l e e s	le	2sgPres
l e e n	le	3plPres
l e e	le	3sgPres
l e e m o s	le	1plPres
l e e i s	le	2plPres
e s t a s j o n o	estasjon	1sgPres
e s t a s j o n a s	estasjon	2sgPres
e s t a s j o n a n	estasjon	3plPres
e s t a s j o n a	estasjon	3sgPres
e s t a s j o n a m o s	estasjon	1plPres
e s t a s j o n a i s	estasjon	2plPres
k o m p l e t o	komplet	1sgPres
k o m p l e t a s	komplet	2sgPres
k o m p l e t a n	komplet	3plPres
k o m p l e t a	komplet	3sgPres
k o m p l e t a m o s	komplet	1plPres
k o m p l e t a i s	komplet	2plPres
k o m u l g o	komulg	1sgPres
k o m u l g a s	komulg	2sgPres
k o m u l g a n	komulg	3plPres
k o m u l g a	komulg	3sgPres
k o m u l g a m o s	komulg	1plPres
k o m u l g a i s	komulg	2plPres
k u r s o	kurs	1sgPres
k u r s a s	kurs	2sgPres
k u r s a n	kurs	3plPres
k u r s a	kurs	3sgPres
k u r s a m o s	kurs	1plPres
k u r s a i s	kurs	2plPres
e n t r a ñ o	entrañ	1sgPres
e n t r a ñ a s	entrañ	2sgPres
e n t r a ñ a n	entrañ	3plPres
e n t r a ñ a	entrañ	3sgPres
e n t r a ñ a m o s	entrañ	1plPres
e n t r a ñ a i s	entrañ	2plPres
a t o	at	1sgPres
a t a s	at	2sgPres
a t a n	at	3plPres
a t a	at	3sgPres
a t a m o s	at	1plPres
a t a i s	at	2plPres
r e b a s o	rebas	1sgPres
r e b a s a s	rebas	2sgPres
r e b a s a n	rebas	3plPres
r e b a s a	rebas	3sgPres
r e b a s a m o s	rebas	1plPres
r e b a s a i s	rebas	2plPres
p o s t u l o	postul	1sgPres
p o s t u l a s	postul	2sgPres
p o s t u l a n	postul	3plPres
p o s t u l a	postul	3sgPres
p o s t u l a m o s	postul	1plPres
p o s t u l a i s	postul	2plPres
a f j e r r o	aferr	1sgPres
a f j e r r a s	aferr	2sgPres
a f j e r r a n	aferr	3plPres
a f j e r r a	aferr	3sgPres
a f e r r a m o s	aferr	1plPres
a f e r r a i s	aferr	2plPres
b w e l b o	bolb	1sgPres
b w e l b e s	bolb	2sgPres
b w e l b e n	bolb	3plPres
b w e l b e	bolb	3sgPres
b o l b e m o s	bolb	1plPres
b o l b e i s	bolb	2plPres
a t i b o r r o	atiborr	1sgPres
a t i b o r r a s	atiborr	2sgPres
a t i b o r r a n	atiborr	3plPres
a t i b o r r a	atiborr	3sgPres
a t i b o r r a m o s	atiborr	1plPres
a t i b o r r a i s	atiborr	2plPres
a l o	al	1sgPres
a l a s	al	2sgPres
a l a n	al	3plPres
a l a	al	3sgPres
a l a m o s	al	1plPres
a l a i s	al	2plPres
a l a r g o	alarg	1sgPres
a l a r g a s	alarg	2sgPres
a l a r g a n	alarg	3plPres
a l a r g a	alarg	3sgPres
a l a r g a m o s	alarg	1plPres
a l a r g a i s	alarg	2plPres
p r e s e n s j o	presensj	1sgPres
p r e s e n s j a s	presensj	2sgPres
p r e s e n s j a n	presensj	3plPres
p r e s e n s j a	presensj	3sgPres
p r e s e n s j a m o s	presensj	1plPres
p r e s e n s j a i s	presensj	2plPres
m a r e o	mare	1sgPres
m a r e a s	mare	2sgPres
m a r e a n	mare	3plPres
m a r e a	mare	3sgPres
m a r e a m o s	mare	1plPres
m a r e a i s	mare	2plPres
b j o l o	bjol	1sgPres
b j o l a s	bjol	2sgPres
b j o l a n	bjol	3plPres
b j o l a	bjol	3sgPres
b j o l a m o s	bjol	1plPres
b j o l a i s	bjol	2plPres
i n s u l t o	insult	1sgPres
i n s u l t a s	insult	2sgPres
i n s u l t a n	insult	3plPres
i n s u l t a	insult	3sgPres
i n s u l t a m o s	insult	1plPres
i n s u l t a i s	insult	2plPres
l u C o	luC	1sgPres
l u C a s	luC	2sgPres
l u C a n	luC	3plPres
l u C a	luC	3sgPres
l u C a m o s	luC	1plPres
l u C a i s	luC	2plPres
d a n s o	dans	1sgPres
d a n s a s	dans	2sgPres
d a n s a n	dans	3plPres
d a n s a	dans	3sgPres
d a n s a m o s	dans	1plPres
d a n s a i s	dans	2plPres
p e r f i l o	perfil	1sgPres
p e r f i l a s	perfil	2sgPres
p e r f i l a n	perfil	3plPres
p e r f i l a	perfil	3sgPres
p e r f i l a m o s	perfil	1plPres
p e r f i l a i s	perfil	2plPres
m a s k o	mask	1sgPres
m a s k a s	mask	2sgPres
m a s k a n	mask	3plPres
m a s k a	mask	3sgPres
m a s k a m o s	mask	1plPres
m a s k a i s	mask	2plPres
e s b o s o	esbos	1sgPres
e s b o s a s	esbos	2sgPres
e s b o s a n	esbos	3plPres
e s b o s a	esbos	3sgPres
e s b o s a m o s	esbos	1plPres
e s b o s a i s	esbos	2plPres
i n x j e r o	inxer	1sgPres
i n x j e r e s	inxer	2sgPres
i n x j e r e n	inxer	3plPres
i n x j e r e	inxer	3sgPres
i n x e r i m o s	inxer	1plPres
i n x e r i s	inxer	2plPres
a N k l o	aNkl	1sgPres
a N k l a s	aNkl	2sgPres
a N k l a n	aNkl	3plPres
a N k l a	aNkl	3sgPres
a N k l a m o s	aNkl	1plPres
a N k l a i s	aNkl	2plPres
u s o	us	1sgPres
u s a s	us	2sgPres
u s a n	us	3plPres
u s a	us	3sgPres
u s a m o s	us	1plPres
u s a i s	us	2plPres
e n t r o	entr	1sgPres
e n t r a s	entr	2sgPres
e n t r a n	entr	3plPres
e n t r a	entr	3sgPres
e n t r a m o s	entr	1plPres
e n t r a i s	entr	2plPres
e k s p u l s o	ekspuls	1sgPres
e k s p u l s a s	ekspuls	2sgPres
e k s p u l s a n	ekspuls	3plPres
e k s p u l s a	ekspuls	3sgPres
e k s p u l s a m o s	ekspuls	1plPres
e k s p u l s a i s	ekspuls	2plPres
a p e n o	apen	1sgPres
a p e n a s	apen	2sgPres
a p e n a n	apen	3plPres
a p e n a	apen	3sgPres
a p e n a m o s	apen	1plPres
a p e n a i s	apen	2plPres
s a l g o	sal	1sgPres
s a l e s	sal	2sgPres
s a l e n	sal	3plPres
s a l e	sal	3sgPres
s a l i m o s	sal	1plPres
s a l i s	sal	2plPres
d e s m o r o n o	desmoron	1sgPres
d e s m o r o n a s	desmoron	2sgPres
d e s m o r o n a n	desmoron	3plPres
d e s m o r o n a	desmoron	3sgPres
d e s m o r o n a m o s	desmoron	1plPres
d e s m o r o n a i s	desmoron	2plPres
k o n s a g r o	konsagr	1sgPres
k o n s a g r a s	konsagr	2sgPres
k o n s a g r a n	konsagr	3plPres
k o n s a g r a	konsagr	3sgPres
k o n s a g r a m o s	konsagr	1plPres
k o n s a g r a i s	konsagr	2plPres
e n f r j o	enfrj	1sgPres
e n f r j a s	enfrj	2sgPres
e n f r j a n	enfrj	3plPres
e n f r j a	enfrj	3sgPres
e n f r j a m o s	enfrj	1plPres
e n f r j a i s	enfrj	2plPres
p r o g r a m o	program	1sgPres
p r o g r a m a s	program	2sgPres
p r o g r a m a n	program	3plPres
p r o g r a m a	program	3sgPres
p r o g r a m a m o s	program	1plPres
p r o g r a m a i s	program	2plPres
a k a r r e o	akarre	1sgPres
a k a r r e a s	akarre	2sgPres
a k a r r e a n	akarre	3plPres
a k a r r e a	akarre	3sgPres
a k a r r e a m o s	akarre	1plPres
a k a r r e a i s	akarre	2plPres
a t o r m e n t o	atorment	1sgPres
a t o r m e n t a s	atorment	2sgPres
a t o r m e n t a n	atorment	3plPres
a t o r m e n t a	atorment	3sgPres
a t o r m e n t a m o s	atorment	1plPres
a t o r m e n t a i s	atorment	2plPres
d e s l i s o	deslis	1sgPres
d e s l i s a s	deslis	2sgPres
d e s l i s a n	deslis	3plPres
d e s l i s a	deslis	3sgPres
d e s l i s a m o s	deslis	1plPres
d e s l i s a i s	deslis	2plPres
p r o s e s o	proses	1sgPres
p r o s e s a s	proses	2sgPres
p r o s e s a n	proses	3plPres
p r o s e s a	proses	3sgPres
p r o s e s a m o s	proses	1plPres
p r o s e s a i s	proses	2plPres
d e s b a n e s k o	desbanes	1sgPres
d e s b a n e s e s	desbanes	2sgPres
d e s b a n e s e n	desbanes	3plPres
d e s b a n e s e	desbanes	3sgPres
d e s b a n e s e m o s	desbanes	1plPres
d e s b a n e s e i s	desbanes	2plPres
s e n t e n s j o	sentensj	1sgPres
s e n t e n s j a s	sentensj	2sgPres
s e n t e n s j a n	sentensj	3plPres
s e n t e n s j a	sentensj	3sgPres
s e n t e n s j a m o s	sentensj	1plPres
s e n t e n s j a i s	sentensj	2plPres
